40	63810.3
60	56641.9
80	53412.5
100	52756.4
120	52266
140	52227.9
160	52811.4
180	52640.4
200	53251
220	53673.7
240	54322
260	54690.5
280	55436
300	56144.7
320	57059.4
340	57440.9
360	58239.8
380	58883.5
400	59308.1
420	59273.5
440	59610
460	60243.1
480	60947.1
500	61802.8
520	62431.4
540	62989.9
560	63820.8
580	64200.4
600	64762.1
620	65101.5
