0	0	0	150000	4900	-0.2618	0	0	0	0	0	0	0	0	0	0	1.40992	0	0	0	0	0	0	0	0	0	0	0	0	438180	0	inf	4733.04	486.867
19	9.39041e-06	0.0255784	126436	4916.48	-0.249083	0.000737908	7.92629e-09	-68	11	0	3.47481	-0.000483927	3.47481	142.635	23.3388	1.42351	218.557	0.000247094	1.45938	0.248095	1615.45	2	0.0957962	0	0	1.45938	0	0.0868535	438180	0	616.7	94979.5	486.867
20	1.0418e-05	0.0269341	125225	4917.33	-0.248409	0.000777653	8.90276e-09	-76	13	0	3.47721	-0.000510206	3.47721	138.884	23.7006	1.4262	217.324	0.000268709	1.45939	0.248096	1712.95	2	0.107635	0	0	1.45939	0	0.0866769	438180	0	616.697	99745.9	486.867
21	1.15004e-05	0.0282907	124018	4918.18	-0.247734	0.000817491	1.15093e-08	-98	16	0	3.47961	-0.00053657	3.47961	135.505	24.0324	1.42971	216.179	0.000337145	1.45939	0.248096	1948.64	2	0.139196	0	0	1.45939	0	0.0864983	438180	0	616.697	104514	486.867
22	1.26378e-05	0.0296482	122813	4919.02	-0.247059	0.00085742	1.44825e-08	-124	21	0	3.482	-0.000563017	3.482	132.217	24.3655	1.43339	215.057	0.000411798	1.45939	0.248096	2187.03	2	0.175215	0	0	1.45939	0	0.0863167	438180	0	616.697	109284	486.867
23	1.38302e-05	0.0310066	121612	4919.87	-0.246384	0.000897443	1.74483e-08	-150	25	0	3.48438	-0.000589547	3.48438	128.937	24.7104	1.43707	213.938	0.000481303	1.45939	0.248096	2401.77	2	0.211168	0	0	1.45939	0	0.0861341	438180	0	616.697	114055	486.867
24	1.50781e-05	0.032366	120413	4920.71	-0.245708	0.000937558	2.04066e-08	-175	29	0	3.48677	-0.000616161	3.48677	125.666	25.0679	1.44074	212.822	0.000545763	1.45939	0.248096	2598.75	2	0.247056	0	0	1.45939	0	0.0859512	438180	0	616.697	118828	486.867
25	1.63815e-05	0.0337263	119218	4921.55	-0.245032	0.000977765	2.33574e-08	-200	34	0	3.48915	-0.000642857	3.48915	122.403	25.4386	1.4444	211.709	0.000605279	1.45939	0.248096	2781.73	2	0.282878	0	0	1.45939	0	0.0857675	438180	0	616.697	123602	486.867
26	1.77407e-05	0.0350875	118025	4922.39	-0.244355	0.00101807	2.63008e-08	-226	38	0	3.49152	-0.000669636	3.49152	119.148	25.8234	1.44805	210.598	0.00065995	1.45939	0.248096	2953.31	2	0.318633	0	0	1.45939	0	0.0855833	438180	0	616.697	128378	486.867
27	1.91559e-05	0.0364497	116836	4923.23	-0.243678	0.00105846	3.26383e-08	-281	47	0	3.4939	-0.000696497	3.4939	117.918	26.0114	1.4494	209.605	0.000806698	1.45939	0.248096	3291.62	2	0.395546	0	0	1.45939	0	0.0853961	438180	0	616.697	133156	486.867
28	2.06272e-05	0.0378128	115650	4924.06	-0.243	0.00109895	4.0543e-08	-349	59	0	3.49627	-0.00072344	3.49627	117.631	26.1035	1.44968	208.668	0.000995162	1.45939	0.248096	3670.5	1	0.491512	0	0	1.45939	0	0.085201	438180	0	616.697	137936	486.867
29	2.2155e-05	0.0391768	114466	4924.9	-0.242322	0.00113953	4.84276e-08	-417	70	0	3.49863	-0.000750464	3.49863	117.344	26.196	1.44996	207.733	0.00118048	1.45939	0.248096	4013.6	1	0.587296	0	0	1.45939	0	0.085005	438180	0	616.697	142717	486.867
30	2.37393e-05	0.0405417	113286	4925.73	-0.241643	0.0011802	5.62918e-08	-485	82	0	3.50099	-0.00077757	3.50099	117.058	26.289	1.45024	206.8	0.00136269	1.45939	0.248096	4329.43	1	0.682899	0	0	1.45939	0	0.0848084	438180	0	616.697	147499	486.867
31	2.53805e-05	0.0419075	112109	4926.56	-0.240964	0.00122097	6.41357e-08	-553	94	0	3.50335	-0.000804757	3.50335	116.773	26.3824	1.45052	205.87	0.00154183	1.45939	0.248096	4623.57	1	0.778319	0	0	1.45939	0	0.0846112	438180	0	616.697	152284	486.867
32	2.70788e-05	0.0432743	110935	4927.39	-0.240285	0.00126184	7.19593e-08	-620	105	0	3.5057	-0.000832025	3.5057	116.488	26.4762	1.4508	204.943	0.00171792	1.45939	0.248096	4899.93	1	0.873556	0	0	1.45939	0	0.0844135	438180	0	616.697	157069	486.867
33	2.88342e-05	0.0446419	109764	4928.21	-0.239605	0.00130279	8.48619e-08	-732	124	0	3.50805	-0.000859373	3.50805	116.949	26.4929	1.44984	204.082	0.00202541	1.45939	0.248096	5323.8	1	1.03053	0	0	1.45939	0	0.0842134	438180	0	616.697	161857	486.867
34	3.06472e-05	0.0460105	108596	4929.04	-0.238924	0.00134384	1.03879e-07	-896	152	0	3.5104	-0.000886801	3.5104	118.305	26.4179	1.4474	203.301	0.00249844	1.45939	0.248096	5893.14	1	1.26189	0	0	1.45939	0	0.0839946	438180	0	616.697	166646	486.867
35	3.25177e-05	0.04738	107431	4929.86	-0.238243	0.00138499	1.22846e-07	-1060	180	0	3.51274	-0.00091431	3.51274	119.658	26.3452	1.44496	202.521	0.00297695	1.45939	0.248096	6411.81	1	1.49279	0	0	1.45939	0	0.0837726	438180	0	616.697	171436	486.867
36	3.44462e-05	0.0487504	106269	4930.68	-0.237562	0.00142623	1.41763e-07	-1224	208	0	3.51508	-0.000941897	3.51508	121.007	26.2748	1.44253	201.744	0.00346078	1.45939	0.248096	6891.25	1	1.72324	0	0	1.45939	0	0.0835499	438180	0	616.697	176229	486.867
37	3.64328e-05	0.0501217	105110	4931.5	-0.23688	0.00146757	1.6063e-07	-1387	235	0	3.51741	-0.000969564	3.51741	122.352	26.2066	1.44011	200.969	0.00394974	1.45939	0.248096	7339.15	1	1.95323	0	0	1.45939	0	0.0833267	438180	0	616.697	181022	486.867
38	3.84777e-05	0.0514939	103954	4932.31	-0.236198	0.001509	1.79447e-07	-1550	263	0	3.51974	-0.00099731	3.51974	123.694	26.1406	1.43769	200.196	0.00444367	1.45939	0.248096	7760.97	1	2.18277	0	0	1.45939	0	0.083103	438180	0	616.697	185818	486.867
39	4.05811e-05	0.0528671	102802	4933.13	-0.235515	0.00155053	2.02364e-07	-1749	297	0	3.52207	-0.00102513	3.52207	125.009	26.078	1.43531	199.439	0.00504525	1.45939	0.248096	8245.73	1	2.46233	0	0	1.45939	0	0.0828773	438180	0	616.697	190615	486.867
40	4.27432e-05	0.0542411	101652	4933.94	-0.234832	0.00159215	2.55333e-07	-2208	375	0	3.52439	-0.00105304	3.52439	126.147	26.0268	1.43316	198.779	0.00640259	1.45939	0.248096	9266.81	1	3.10788	0	0	1.45939	0	0.0826111	438180	0	616.697	195413	486.867
41	4.49644e-05	0.055616	100506	4934.74	-0.234148	0.00163387	3.0816e-07	-2665	453	0	3.52671	-0.00108102	3.52671	127.282	25.9772	1.43102	198.122	0.00777099	1.45939	0.248096	10185.4	1	3.75212	0	0	1.45939	0	0.0823169	438180	0	616.697	200213	486.867
42	4.72447e-05	0.0569918	99362.3	4935.55	-0.233464	0.00167569	3.60845e-07	-3122	530	0	3.52902	-0.00110908	3.52902	128.414	25.9289	1.42889	197.466	0.00915008	1.45939	0.248096	11027.1	1	4.39503	0	0	1.45939	0	0.0820223	438180	0	616.697	205015	486.867
43	4.95844e-05	0.0583686	98222	4936.35	-0.232779	0.0017176	4.13387e-07	-3578	608	0	3.53133	-0.00113721	3.53133	129.543	25.882	1.42676	196.812	0.0105395	1.45939	0.248096	11808.4	1	5.03661	0	0	1.45939	0	0.0817273	438180	0	616.697	209818	486.867
44	5.19837e-05	0.0597462	97084.8	4937.15	-0.232094	0.00175961	4.65785e-07	-4033	685	0	3.53364	-0.00116542	3.53364	130.668	25.8365	1.42464	196.16	0.011939	1.45939	0.248096	12540.6	1	5.67686	0	0	1.45939	0	0.0814318	438180	0	616.697	214623	486.867
45	5.44429e-05	0.0611247	95950.8	4937.95	-0.231408	0.00180172	5.1804e-07	-4487	762	0	3.53594	-0.00119371	3.53594	131.791	25.7923	1.42252	195.51	0.013348	1.45939	0.248096	13231.7	1	6.31577	0	0	1.45939	0	0.0811361	438180	0	616.697	219429	486.867
46	5.69621e-05	0.0625041	94819.8	4938.74	-0.230722	0.00184392	6.32346e-07	-5479	931	0	3.53824	-0.00122208	3.53824	132.051	25.8102	1.4217	195.031	0.0162854	1.45939	0.248096	14625.9	1	7.71182	0	0	1.45939	0	0.0807968	438180	0	616.697	224237	486.867
47	5.95416e-05	0.0638844	93692	4939.53	-0.230035	0.00188622	7.75603e-07	-6722	1142	0	3.54053	-0.00125052	3.54053	131.905	25.8569	1.42148	194.633	0.0199121	1.45939	0.248096	16205.8	1	9.46193	0	0	1.45939	0	0.0803257	438180	0	616.697	229047	486.867
48	6.21816e-05	0.0652656	92567.3	4940.31	-0.229348	0.00192862	9.18462e-07	-7963	1353	0	3.54282	-0.00127903	3.54282	131.759	25.9036	1.42127	194.236	0.0235057	1.45939	0.248096	17643.7	1	11.2083	0	0	1.45939	0	0.0798447	438180	0	616.697	233857	486.867
49	6.48823e-05	0.0666477	91445.7	4941.09	-0.22866	0.00197111	1.06092e-06	-9201	1564	0	3.5451	-0.00130762	3.5451	131.614	25.9503	1.42106	193.841	0.0270665	1.45939	0.248096	18971.7	1	12.9509	0	0	1.45939	0	0.0793638	438180	0	616.697	238670	486.867
50	6.7644e-05	0.0680306	90327.3	4941.86	-0.227972	0.0020137	1.20299e-06	-10437	1774	0	3.54738	-0.00133629	3.54738	131.47	25.9971	1.42084	193.447	0.0305948	1.45939	0.248096	20211.5	1	14.6897	0	0	1.45939	0	0.0788827	438180	0	616.697	243484	486.867
51	7.04668e-05	0.0694145	89212	4942.63	-0.227283	0.00205639	1.34465e-06	-11670	1983	0	3.54966	-0.00136503	3.54966	131.325	26.0438	1.42063	193.053	0.0340907	1.45939	0.248096	21378.4	1	16.4247	0	0	1.45939	0	0.0784016	438180	0	616.697	248299	486.867
52	7.33511e-05	0.0707992	88099.8	4943.39	-0.226593	0.00209918	1.5119e-06	-13125	2231	0	3.55193	-0.00139384	3.55193	131.35	26.0743	1.4202	192.684	0.0382648	1.45939	0.248096	22679.5	1	18.4733	0	0	1.45939	0	0.0779118	438180	0	616.697	253116	486.867
53	7.62969e-05	0.0721848	86990.8	4944.15	-0.225904	0.00214207	1.86545e-06	-16200	2754	0	3.5542	-0.00142273	3.5542	132.584	25.989	1.41816	192.482	0.0476063	1.45939	0.248096	25203.6	1	22.8001	0	0	1.45939	0	0.0771722	438180	0	616.697	257935	486.867
54	7.93046e-05	0.0735713	85885	4944.9	-0.225213	0.00218505	2.21799e-06	-19267	3275	0	3.55646	-0.00145169	3.55646	133.814	25.9052	1.41612	192.281	0.0570688	1.45939	0.248096	27494.6	1	27.1171	0	0	1.45939	0	0.0762618	438180	0	616.697	262755	486.867
55	8.23743e-05	0.0749586	84782.3	4945.64	-0.224522	0.00222814	2.56952e-06	-22327	3795	0	3.55872	-0.00148072	3.55872	135.041	25.8231	1.41409	192.081	0.0666502	1.45939	0.248096	29606.6	1	31.4243	0	0	1.45939	0	0.0753524	438180	0	616.697	267577	486.867
56	8.55064e-05	0.0763468	83682.8	4946.37	-0.22383	0.00227132	2.92003e-06	-25381	4314	0	3.56097	-0.00150982	3.56097	136.265	25.7426	1.41206	191.881	0.0763489	1.45939	0.248096	31575.5	1	35.7216	0	0	1.45939	0	0.074444	438180	0	616.697	272400	486.867
57	8.87009e-05	0.0777359	82586.4	4947.09	-0.223137	0.00231461	3.26954e-06	-28427	4832	0	3.56322	-0.001539	3.56322	137.485	25.6635	1.41004	191.681	0.086163	1.45939	0.248096	33426.4	1	40.0089	0	0	1.45939	0	0.0735365	438180	0	616.697	277224	486.867
58	9.19582e-05	0.0791258	81493.3	4947.8	-0.222444	0.00235799	3.61803e-06	-31466	5349	0	3.56546	-0.00156825	3.56546	138.701	25.586	1.40803	191.482	0.0960907	1.45939	0.248096	35177.9	1	44.2861	0	0	1.45939	0	0.0726301	438180	0	616.697	282050	486.867
59	9.52784e-05	0.0805165	80403.3	4948.51	-0.22175	0.00240147	4.19439e-06	-36489	6203	0	3.5677	-0.00159756	3.5677	139.985	25.4995	1.40606	191.338	0.112345	1.45939	0.248096	37892.5	1	51.3555	0	0	1.45939	0	0.0716473	438180	0	616.697	286877	486.867
60	9.86618e-05	0.0819082	79316.6	4949.19	-0.221055	0.00244505	5.06007e-06	-44032	7485	0	3.56994	-0.00162695	3.56994	141.356	25.4015	1.40413	191.263	0.136805	1.45939	0.248096	41636.8	1	61.972	0	0	1.45939	0	0.0698309	438180	0	616.697	291706	486.867
61	0.000102109	0.0833006	78233	4949.86	-0.220359	0.00248873	5.9232e-06	-51557	8764	0	3.57217	-0.00165641	3.57217	142.723	25.3052	1.40221	191.187	0.161625	1.45939	0.248096	45066.3	1	72.5624	0	0	1.45939	0	0.0678773	438180	0	616.697	296536	486.867
62	0.000105619	0.0846939	77152.7	4950.5	-0.219662	0.00253251	6.78376e-06	-59063	10040	0	3.5744	-0.00168593	3.5744	144.086	25.2107	1.40029	191.112	0.186801	1.45939	0.248096	48248	1	83.1265	0	0	1.45939	0	0.0659272	438180	0	616.697	301368	486.867
63	0.000109193	0.0860881	76075.6	4951.13	-0.218965	0.00257639	7.64175e-06	-66550	11313	0	3.57662	-0.00171553	3.57662	145.444	25.1179	1.39838	191.038	0.212328	1.45939	0.248096	51227.8	1	93.6638	0	0	1.45939	0	0.0639808	438180	0	616.697	306201	486.867
64	0.000112832	0.087483	75001.7	4951.74	-0.218266	0.00262037	8.49716e-06	-74018	12583	0	3.57883	-0.00174519	3.57883	146.799	25.0268	1.39648	190.963	0.238202	1.45939	0.248096	54038.9	1	104.174	0	0	1.45939	0	0.0620379	438180	0	616.697	311035	486.867
65	0.000116534	0.0888788	73931.1	4952.33	-0.217566	0.00266445	9.34998e-06	-81466	13849	0	3.58104	-0.00177492	3.58104	148.149	24.9372	1.39458	190.889	0.264418	1.45939	0.248096	56706.1	1	114.657	0	0	1.45939	0	0.0600988	438180	0	616.697	315870	486.867
66	0.000120301	0.0902754	72863.8	4952.9	-0.216865	0.00270864	1.08891e-05	-94899	16132	0	3.58325	-0.00180472	3.58325	149.139	24.872	1.39323	190.846	0.309932	1.45939	0.248096	61216.7	1	133.561	0	0	1.45939	0	0.0577456	438180	0	616.697	320707	486.867
67	0.000124133	0.0916728	71799.7	4953.42	-0.216163	0.00275292	1.2838e-05	-111907	19024	0	3.58545	-0.00183458	3.58545	149.911	24.8211	1.39221	190.821	0.367249	1.45939	0.248096	66490.8	1	157.5	0	0	1.45939	0	0.0537179	438180	0	616.697	325545	486.867
68	0.00012803	0.0930709	70738.9	4953.91	-0.215459	0.0027973	1.47809e-05	-128869	21907	0	3.58765	-0.00186451	3.58765	150.681	24.7706	1.3912	190.797	0.424946	1.45939	0.248096	71366	1	181.371	0	0	1.45939	0	0.0495596	438180	0	616.697	330385	486.867
69	0.000131992	0.0944699	69681.5	4954.35	-0.214753	0.00284179	1.67178e-05	-145781	24782	0	3.58984	-0.00189451	3.58984	151.449	24.7205	1.39019	190.773	0.483016	1.45939	0.248096	75918.3	1	205.174	0	0	1.45939	0	0.0454116	438180	0	616.697	335225	486.867
70	0.000136019	0.0958696	68627.3	4954.76	-0.214046	0.00288637	1.86485e-05	-162644	27649	0	3.59203	-0.00192457	3.59203	152.214	24.6708	1.38919	190.749	0.541453	1.45939	0.248096	80202.1	1	228.907	0	0	1.45939	0	0.0412739	438180	0	616.697	340067	486.867
71	0.000140111	0.09727	67576.5	4955.12	-0.213337	0.00293106	2.05731e-05	-179456	30507	0	3.59421	-0.00195469	3.59421	152.977	24.6215	1.38818	190.725	0.600251	1.45939	0.248096	84257.7	1	252.568	0	0	1.45939	0	0.0371468	438180	0	616.697	344910	486.867
72	0.00014427	0.0986712	66529.1	4955.45	-0.212627	0.00297584	2.24916e-05	-196216	33356	0	3.59639	-0.00198487	3.59639	153.737	24.5725	1.38718	190.701	0.659403	1.45939	0.248096	88116	1	276.157	0	0	1.45939	0	0.0330307	438180	0	616.697	349754	486.867
73	0.000148494	0.100073	65485.1	4955.72	-0.211915	0.00302073	2.5841e-05	-225462	38328	0	3.59856	-0.00201512	3.59856	153.985	24.5581	1.38684	190.687	0.758763	1.45939	0.248096	94465.1	1	317.317	0	0	1.45939	0	0.027962	438180	0	616.697	354599	486.867
74	0.000152784	0.101476	64444.4	4955.92	-0.211199	0.00306572	2.991e-05	-260984	44367	0	3.60072	-0.00204543	3.60073	153.972	24.5607	1.38684	190.677	0.878124	1.45939	0.248096	101643	1	367.311	0	0	1.45939	0	0.019719	438180	0	616.697	359444	486.867
75	0.000157141	0.102879	63407.2	4956.03	-0.210481	0.00311081	3.39655e-05	-296385	50385	0	3.60289	-0.0020758	3.60289	153.959	24.5629	1.38683	190.667	0.99706	1.45939	0.248096	108322	1	417.134	0	0	1.45939	0	0.0112543	438180	0	616.697	364291	486.867
76	0.000161563	0.104283	62373.5	4956.05	-0.20976	0.003156	3.80075e-05	-331659	56382	0	3.60504	-0.00210622	3.60504	153.947	24.5648	1.38682	190.658	1.11557	1.45939	0.248096	114588	1	466.779	0	0	1.45939	0	0.00281698	438180	0	616.697	369138	486.867
77	0.000166053	0.105688	61343.3	4956	-0.209036	0.00320129	4.20357e-05	-366802	62356	0	3.60719	-0.00213671	3.60719	153.934	24.5661	1.38682	190.648	1.23364	1.45939	0.248096	120503	1	516.239	0	0	1.45939	0	-0.00559183	438180	0	616.697	373987	486.867
78	0.000170609	0.107093	60316.6	4955.86	-0.20831	0.00324668	4.60502e-05	-401809	68307	0	3.60933	-0.00216725	3.60934	153.922	24.5671	1.38681	190.639	1.35128	1.45939	0.248096	126116	1	565.509	0	0	1.45939	0	-0.0139711	438180	0	616.697	378835	486.867
79	0.000175232	0.108499	59293.5	4955.64	-0.20758	0.00329217	5.00507e-05	-436677	74235	0	3.61147	-0.00219785	3.61147	153.91	24.5677	1.3868	190.63	1.46847	1.45939	0.248096	131462	1	614.582	0	0	1.45939	0	-0.0223199	438180	0	616.697	383685	486.867
80	0.000179922	0.109905	58274	4955.33	-0.206848	0.00333776	5.60898e-05	-489307	83182	0	3.61361	-0.0022285	3.61361	153.213	24.6151	1.38766	190.619	1.63811	1.45939	0.248096	139142	1	688.654	0	0	1.45939	0	-0.0315345	438180	0	616.697	388534	486.867
81	0.000184679	0.111312	57258.1	4954.87	-0.20611	0.00338345	6.38568e-05	-556959	94683	0	3.61573	-0.00225921	3.61573	151.935	24.7027	1.38925	190.606	1.84928	1.45939	0.248096	148422	1	783.867	0	0	1.45939	0	-0.0469382	438180	0	616.697	393384	486.867
82	0.000189503	0.112719	56245.9	4954.26	-0.205368	0.00342923	7.15955e-05	-624300	106131	0	3.61785	-0.00228996	3.61785	150.662	24.7905	1.39083	190.594	2.05588	1.45939	0.248096	157099	1	878.644	0	0	1.45939	0	-0.0628674	438180	0	616.697	398234	486.867
83	0.000194394	0.114127	55237.5	4953.48	-0.20462	0.00347512	7.93055e-05	-691315	117523	0	3.61997	-0.00232077	3.61997	149.393	24.8783	1.39241	190.582	2.25796	1.45939	0.248096	165265	1	972.96	0	0	1.45939	0	-0.0787248	438180	0	616.697	403085	486.867
84	0.000199353	0.115535	54232.9	4952.56	-0.203867	0.00352111	8.69864e-05	-757986	128857	0	3.62208	-0.00235163	3.62208	148.13	24.9662	1.39398	190.57	2.45554	1.45939	0.248096	172986	1	1066.79	0	0	1.45939	0	-0.0945065	438180	0	616.697	407935	486.867
85	0.000204379	0.116944	53232.2	4951.48	-0.203109	0.00356719	9.46377e-05	-824298	140130	0	3.62418	-0.00238253	3.62418	146.871	25.0542	1.39555	190.558	2.64866	1.45939	0.248096	180315	1	1160.12	0	0	1.45939	0	-0.110209	438180	0	616.697	412784	486.867
86	0.000209472	0.118352	52235.3	4950.24	-0.202347	0.00361337	0.000102259	-890236	151340	0	3.62627	-0.00241348	3.62627	145.617	25.1423	1.39711	190.546	2.83735	1.45939	0.248096	187295	1	1252.92	0	0	1.45939	0	-0.125828	438180	0	616.697	417633	486.867
87	0.000214633	0.119761	51242.5	4948.85	-0.201579	0.00365964	0.000111868	-973348	165469	0	3.62836	-0.00244448	3.62836	144.619	25.2112	1.39836	190.535	3.08255	1.45939	0.248096	195732	1	1369.89	0	0	1.45939	0	-0.142042	438180	0	616.697	422482	486.867
88	0.000219861	0.121171	50253.7	4947.18	-0.200803	0.00370601	0.000128178	-1114501	189465	0	3.63044	-0.00247551	3.63044	144.465	25.2146	1.39858	190.53	3.52809	1.45939	0.248096	209304	1	1568.56	0	0	1.45939	0	-0.16974	438180	0	616.697	427330	486.867
89	0.000225156	0.12258	49269	4945.19	-0.200017	0.00375248	0.000144419	-1254709	213300	0	3.63252	-0.00250659	3.63252	144.311	25.2163	1.3988	190.524	3.97077	1.45939	0.248096	221901	1	1765.88	0	0	1.45939	0	-0.202715	438180	0	616.697	432176	486.867
90	0.000230518	0.123989	48288.6	4942.88	-0.19922	0.00379904	0.00016059	-1393898	236962	0	3.63458	-0.0025377	3.63459	144.158	25.2163	1.39902	190.519	4.41057	1.45939	0.248096	233667	1	1961.78	0	0	1.45939	0	-0.235464	438180	0	616.697	437022	486.867
91	0.000235947	0.125399	47312.6	4940.26	-0.198413	0.00384569	0.000176689	-1532002	260440	0	3.63664	-0.00256884	3.63664	144.005	25.2146	1.39924	190.513	4.84745	1.45939	0.248096	244708	1	2156.15	0	0	1.45939	0	-0.267973	438180	0	616.697	441865	486.867
92	0.000241443	0.126808	46341.1	4937.31	-0.197597	0.00389243	0.000192714	-1668956	283722	0	3.6387	-0.00260002	3.6387	143.853	25.2113	1.39945	190.508	5.28136	1.45939	0.248096	255108	1	2348.9	0	0	1.45939	0	-0.300226	438180	0	616.697	446706	486.867
93	0.000247005	0.128217	45374.1	4934.05	-0.196771	0.00393926	0.000208663	-1804696	306798	0	3.64074	-0.00263123	3.64074	143.702	25.2063	1.39967	190.502	5.71229	1.45939	0.248096	264929	1	2539.94	0	0	1.45939	0	-0.332208	438180	0	616.697	451545	486.867
