     3	2	1.88709e-07	0.00459365	165303	8501.87	-0.277969	8.21456e-05	9.10945e-11	-1	0	0	3.39906	-8.38919e-05	3.39906	196.428	30.9307	1.42758	269.429	4.82101e-06	1.78391	0.178391	895.539	3	0.00329223	0	0	1.50467	1.47767	0.0948184	60000	0	112.113	24510.4
     4	3	4.25081e-07	0.00689501	162978	8502.79	-0.27605	0.000123267	1.09722e-10	-2	0	0	3.40352	-0.000125828	3.40352	195.876	31.2473	1.42402	265.46	5.70525e-06	1.78361	0.178361	983.169	3	0.00396633	0	0	1.52007	1.47767	0.0942998	60000	0	112.132	32691.3
     5	4	7.56565e-07	0.00919937	160668	8503.71	-0.274129	0.000164421	1.38282e-10	-2	0	0	3.40796	-0.000168032	3.40796	195.039	31.5766	1.42088	261.703	7.05821e-06	1.7833	0.17833	1104.09	3	0.0049998	0	0	1.53608	1.47767	0.0937766	60000	0	112.152	40877.5
     6	5	1.18349e-06	0.0115067	158374	8504.63	-0.272206	0.00020561	1.77698e-10	-3	0	0	3.41238	-0.000210503	3.41238	193.89	31.9194	1.41818	258.175	8.89513e-06	1.78297	0.178297	1252	3	0.00642633	0	0	1.55276	1.47767	0.09325	60000	0	112.172	49068.9
